PhraseId,Sentiment
164080,neuteral
164081,neuteral
164082,somewhat negative
164083,somewhat negative
164084,neuteral
164085,neuteral
164086,neuteral
164087,neuteral
164088,neuteral
164089,neuteral
164090,neuteral
164091,neuteral
164092,neuteral
164093,neuteral
164094,neuteral
164095,neuteral
164096,neuteral
164097,neuteral
164098,neuteral
164099,neuteral
164100,neuteral
164101,neuteral
164102,neuteral
164103,neuteral
164104,neuteral
164105,neuteral
164106,neuteral
164107,neuteral
164108,neuteral
164109,neuteral
164110,neuteral
164111,neuteral
164112,neuteral
164113,neuteral
164114,somewhat positive
164115,somewhat positive
164116,neuteral
164117,neuteral
164118,neuteral
164119,neuteral
164120,neuteral
164121,neuteral
164122,neuteral
164123,neuteral
164124,neuteral
164125,neuteral
164126,neuteral
164127,neuteral
164128,neuteral
164129,somewhat positive
164130,somewhat positive
164131,somewhat positive
164132,positive
164133,somewhat positive
164134,somewhat positive
164135,somewhat positive
164136,neuteral
164137,positive
164138,positive
164139,positive
164140,neuteral
164141,positive
164142,positive
164143,positive
164144,somewhat negative
164145,neuteral
164146,neuteral
164147,neuteral
164148,neuteral
164149,neuteral
164150,somewhat negative
164151,somewhat negative
164152,somewhat negative
164153,somewhat negative
164154,neuteral
164155,neuteral
164156,somewhat negative
164157,somewhat negative
164158,somewhat negative
164159,neuteral
164160,neuteral
164161,neuteral
164162,neuteral
164163,neuteral
164164,neuteral
164165,neuteral
164166,neuteral
164167,neuteral
164168,neuteral
164169,neuteral
164170,neuteral
164171,neuteral
164172,neuteral
164173,neuteral
164174,neuteral
164175,neuteral
164176,neuteral
164177,neuteral
164178,neuteral
164179,somewhat positive
164180,somewhat positive
164181,somewhat positive
164182,neuteral
164183,neuteral
164184,neuteral
164185,neuteral
164186,neuteral
164187,neuteral
164188,neuteral
164189,neuteral
164190,neuteral
164191,neuteral
164192,neuteral
164193,neuteral
164194,neuteral
164195,neuteral
164196,neuteral
164197,neuteral
164198,neuteral
164199,neuteral
164200,neuteral
164201,neuteral
164202,neuteral
164203,neuteral
164204,neuteral
164205,neuteral
164206,neuteral
164207,positive
164208,positive
164209,positive
164210,positive
164211,somewhat positive
164212,somewhat positive
164213,positive
164214,positive
164215,neuteral
164216,neuteral
164217,positive
164218,positive
164219,positive
164220,somewhat positive
164221,somewhat positive
164222,positive
164223,somewhat negative
164224,somewhat negative
164225,neuteral
164226,neuteral
164227,neuteral
164228,neuteral
164229,neuteral
164230,neuteral
164231,neuteral
164232,neuteral
164233,neuteral
164234,neuteral
164235,neuteral
164236,neuteral
164237,neuteral
164238,neuteral
164239,neuteral
164240,neuteral
164241,neuteral
164242,neuteral
164243,neuteral
164244,neuteral
164245,neuteral
164246,neuteral
164247,somewhat positive
164248,somewhat positive
164249,somewhat positive
164250,neuteral
164251,neuteral
164252,neuteral
164253,somewhat positive
164254,somewhat positive
164255,somewhat positive
164256,somewhat positive
164257,somewhat positive
164258,somewhat positive
164259,somewhat positive
164260,neuteral
164261,neuteral
164262,neuteral
164263,neuteral
164264,neuteral
164265,neuteral
164266,somewhat positive
164267,somewhat positive
164268,somewhat positive
164269,somewhat positive
164270,neuteral
164271,neuteral
164272,neuteral
164273,neuteral
164274,neuteral
164275,somewhat negative
164276,neuteral
164277,somewhat positive
164278,somewhat positive
164279,somewhat positive
164280,neuteral
164281,neuteral
164282,neuteral
164283,somewhat negative
164284,somewhat negative
164285,somewhat negative
164286,somewhat positive
164287,neuteral
164288,neuteral
164289,neuteral
164290,neuteral
164291,neuteral
164292,neuteral
164293,neuteral
164294,neuteral
164295,neuteral
164296,neuteral
164297,neuteral
164298,neuteral
164299,neuteral
164300,neuteral
164301,neuteral
164302,neuteral
164303,somewhat positive
164304,somewhat positive
164305,neuteral
164306,neuteral
164307,somewhat positive
164308,somewhat positive
164309,somewhat positive
164310,somewhat positive
164311,neuteral
164312,positive
164313,neuteral
164314,neuteral
164315,positive
164316,neuteral
164317,somewhat positive
164318,somewhat positive
164319,neuteral
164320,somewhat positive
164321,neuteral
164322,neuteral
164323,neuteral
164324,neuteral
164325,neuteral
164326,neuteral
164327,somewhat positive
164328,neuteral
164329,neuteral
164330,neuteral
164331,neuteral
164332,neuteral
164333,neuteral
164334,neuteral
164335,neuteral
164336,neuteral
164337,negative
164338,negative
164339,negative
164340,negative
164341,negative
164342,negative
164343,neuteral
164344,neuteral
164345,neuteral
164346,neuteral
164347,somewhat negative
164348,somewhat negative
164349,neuteral
164350,neuteral
164351,neuteral
164352,neuteral
164353,neuteral
164354,neuteral
164355,neuteral
164356,neuteral
164357,neuteral
164358,neuteral
164359,neuteral
164360,neuteral
164361,somewhat negative
164362,positive
164363,positive
164364,neuteral
164365,neuteral
164366,neuteral
164367,neuteral
164368,neuteral
164369,neuteral
164370,neuteral
164371,neuteral
164372,neuteral
164373,neuteral
164374,neuteral
164375,neuteral
164376,neuteral
164377,neuteral
164378,neuteral
164379,positive
164380,positive
164381,positive
164382,positive
164383,positive
164384,positive
164385,somewhat positive
164386,somewhat positive
164387,neuteral
164388,neuteral
164389,somewhat positive
164390,neuteral
164391,neuteral
164392,neuteral
164393,neuteral
164394,neuteral
164395,neuteral
164396,neuteral
164397,neuteral
164398,somewhat negative
164399,somewhat negative
164400,somewhat negative
164401,somewhat negative
164402,somewhat negative
164403,somewhat negative
164404,neuteral
164405,somewhat positive
164406,somewhat positive
164407,somewhat positive
164408,somewhat positive
164409,somewhat positive
164410,somewhat positive
164411,somewhat positive
164412,somewhat positive
164413,neuteral
164414,somewhat positive
164415,somewhat positive
164416,somewhat positive
164417,somewhat positive
164418,somewhat positive
164419,somewhat positive
164420,neuteral
164421,neuteral
164422,neuteral
164423,neuteral
164424,positive
164425,positive
164426,somewhat positive
164427,somewhat positive
164428,somewhat positive
164429,neuteral
164430,neuteral
164431,neuteral
164432,neuteral
164433,somewhat positive
164434,somewhat negative
164435,somewhat negative
164436,somewhat negative
164437,somewhat negative
164438,somewhat negative
164439,somewhat negative
164440,neuteral
164441,somewhat negative
164442,somewhat negative
164443,neuteral
164444,somewhat negative
164445,somewhat positive
164446,neuteral
164447,neuteral
164448,neuteral
164449,neuteral
164450,neuteral
164451,neuteral
164452,neuteral
164453,neuteral
164454,neuteral
164455,neuteral
164456,somewhat negative
164457,somewhat negative
164458,neuteral
164459,neuteral
164460,neuteral
164461,neuteral
164462,neuteral
164463,somewhat negative
164464,somewhat negative
164465,somewhat negative
164466,somewhat negative
164467,neuteral
164468,neuteral
164469,neuteral
164470,neuteral
164471,neuteral
164472,neuteral
164473,neuteral
164474,neuteral
164475,neuteral
164476,neuteral
164477,neuteral
164478,neuteral
164479,neuteral
164480,neuteral
164481,neuteral
164482,neuteral
164483,neuteral
164484,neuteral
164485,neuteral
164486,neuteral
164487,neuteral
164488,neuteral
164489,neuteral
164490,neuteral
164491,positive
164492,neuteral
164493,neuteral
164494,neuteral
164495,neuteral
164496,neuteral
164497,positive
164498,positive
164499,somewhat positive
164500,somewhat positive
164501,somewhat positive
164502,somewhat positive
164503,somewhat positive
164504,neuteral
164505,neuteral
164506,somewhat positive
164507,somewhat positive
164508,somewhat positive
164509,somewhat positive
164510,neuteral
164511,neuteral
164512,somewhat negative
164513,neuteral
164514,somewhat positive
164515,somewhat positive
164516,somewhat positive
164517,somewhat positive
164518,neuteral
164519,neuteral
164520,neuteral
164521,negative
164522,negative
164523,somewhat negative
164524,neuteral
164525,somewhat negative
164526,somewhat negative
164527,neuteral
164528,neuteral
164529,neuteral
164530,neuteral
164531,neuteral
164532,neuteral
164533,neuteral
164534,neuteral
164535,neuteral
164536,neuteral
164537,neuteral
164538,neuteral
164539,neuteral
164540,neuteral
164541,neuteral
164542,neuteral
164543,neuteral
164544,neuteral
164545,neuteral
164546,neuteral
164547,neuteral
164548,somewhat negative
164549,neuteral
164550,neuteral
164551,somewhat negative
164552,somewhat negative
164553,somewhat negative
164554,somewhat negative
164555,somewhat negative
164556,somewhat negative
164557,neuteral
164558,neuteral
164559,neuteral
164560,neuteral
164561,somewhat positive
164562,neuteral
164563,neuteral
164564,neuteral
164565,neuteral
164566,neuteral
164567,neuteral
164568,neuteral
164569,neuteral
164570,neuteral
164571,neuteral
164572,neuteral
164573,neuteral
164574,somewhat negative
164575,somewhat negative
164576,neuteral
164577,neuteral
164578,somewhat negative
164579,somewhat negative
164580,neuteral
164581,neuteral
164582,neuteral
164583,neuteral
164584,neuteral
164585,neuteral
164586,neuteral
164587,neuteral
164588,neuteral
164589,neuteral
164590,neuteral
164591,neuteral
164592,neuteral
164593,neuteral
164594,positive
164595,positive
164596,neuteral
164597,somewhat positive
164598,somewhat positive
164599,somewhat positive
164600,somewhat positive
164601,somewhat positive
164602,somewhat positive
164603,somewhat positive
164604,somewhat positive
164605,neuteral
164606,neuteral
164607,neuteral
164608,neuteral
164609,neuteral
164610,neuteral
164611,neuteral
164612,neuteral
164613,neuteral
164614,neuteral
164615,neuteral
164616,neuteral
164617,neuteral
164618,neuteral
164619,neuteral
164620,neuteral
164621,neuteral
164622,neuteral
164623,neuteral
164624,neuteral
164625,neuteral
164626,neuteral
164627,neuteral
164628,neuteral
164629,neuteral
164630,neuteral
164631,neuteral
164632,neuteral
164633,neuteral
164634,negative
164635,negative
164636,neuteral
164637,neuteral
164638,neuteral
164639,neuteral
164640,neuteral
164641,neuteral
164642,neuteral
164643,neuteral
164644,neuteral
164645,neuteral
164646,neuteral
164647,neuteral
164648,somewhat negative
164649,neuteral
164650,somewhat negative
164651,somewhat negative
164652,somewhat negative
164653,somewhat negative
164654,somewhat negative
164655,neuteral
164656,somewhat negative
164657,somewhat negative
164658,neuteral
164659,neuteral
164660,neuteral
164661,neuteral
164662,neuteral
164663,neuteral
164664,somewhat negative
164665,somewhat negative
164666,somewhat negative
164667,neuteral
164668,neuteral
164669,neuteral
164670,neuteral
164671,neuteral
164672,neuteral
164673,neuteral
164674,neuteral
164675,neuteral
164676,neuteral
164677,neuteral
164678,neuteral
164679,neuteral
164680,neuteral
164681,neuteral
164682,neuteral
164683,neuteral
164684,neuteral
164685,neuteral
164686,neuteral
164687,neuteral
164688,neuteral
164689,neuteral
164690,neuteral
164691,neuteral
164692,neuteral
164693,neuteral
164694,neuteral
164695,neuteral
164696,neuteral
164697,neuteral
164698,neuteral
164699,neuteral
164700,neuteral
164701,neuteral
164702,neuteral
164703,neuteral
164704,somewhat negative
164705,somewhat negative
164706,somewhat negative
164707,somewhat negative
164708,neuteral
164709,neuteral
164710,neuteral
164711,somewhat negative
164712,somewhat negative
164713,neuteral
164714,somewhat positive
164715,somewhat positive
164716,neuteral
164717,neuteral
164718,neuteral
164719,neuteral
164720,neuteral
164721,neuteral
164722,neuteral
164723,neuteral
164724,neuteral
164725,neuteral
164726,neuteral
164727,neuteral
164728,neuteral
164729,neuteral
164730,somewhat positive
164731,somewhat positive
164732,positive
164733,positive
164734,positive
164735,positive
164736,somewhat positive
164737,somewhat positive
164738,somewhat positive
164739,somewhat positive
164740,somewhat positive
164741,somewhat positive
164742,somewhat positive
164743,somewhat positive
164744,somewhat positive
164745,somewhat positive
164746,neuteral
164747,neuteral
164748,neuteral
164749,neuteral
164750,neuteral
164751,neuteral
164752,neuteral
164753,neuteral
164754,neuteral
164755,neuteral
164756,neuteral
164757,neuteral
164758,somewhat negative
164759,somewhat positive
164760,neuteral
164761,neuteral
164762,neuteral
164763,neuteral
164764,neuteral
164765,neuteral
164766,neuteral
164767,neuteral
164768,neuteral
164769,neuteral
164770,neuteral
164771,neuteral
164772,neuteral
164773,somewhat positive
164774,somewhat negative
164775,somewhat negative
164776,neuteral
164777,neuteral
164778,neuteral
164779,somewhat negative
164780,neuteral
164781,neuteral
164782,neuteral
164783,neuteral
164784,neuteral
164785,neuteral
164786,neuteral
164787,neuteral
164788,neuteral
164789,neuteral
164790,neuteral
164791,neuteral
164792,neuteral
164793,somewhat positive
164794,somewhat positive
164795,somewhat positive
164796,somewhat positive
164797,neuteral
164798,somewhat positive
164799,somewhat positive
164800,somewhat positive
164801,neuteral
164802,neuteral
164803,neuteral
164804,neuteral
164805,neuteral
164806,neuteral
164807,neuteral
164808,neuteral
164809,neuteral
164810,neuteral
164811,neuteral
164812,neuteral
164813,neuteral
164814,neuteral
164815,neuteral
164816,neuteral
164817,neuteral
164818,neuteral
164819,neuteral
164820,neuteral
164821,neuteral
164822,neuteral
164823,neuteral
164824,neuteral
164825,neuteral
164826,neuteral
164827,neuteral
164828,neuteral
164829,neuteral
164830,neuteral
164831,neuteral
164832,neuteral
164833,neuteral
164834,neuteral
164835,somewhat negative
164836,neuteral
164837,neuteral
164838,neuteral
164839,neuteral
164840,neuteral
164841,neuteral
164842,negative
164843,negative
164844,neuteral
164845,neuteral
164846,neuteral
164847,negative
164848,negative
164849,somewhat negative
164850,neuteral
164851,somewhat negative
164852,neuteral
164853,neuteral
164854,neuteral
164855,neuteral
164856,neuteral
164857,neuteral
164858,somewhat positive
164859,neuteral
164860,neuteral
164861,neuteral
164862,negative
164863,negative
164864,negative
164865,negative
164866,negative
164867,negative
164868,neuteral
164869,neuteral
164870,neuteral
164871,neuteral
164872,neuteral
164873,neuteral
164874,neuteral
164875,neuteral
164876,neuteral
164877,somewhat positive
164878,somewhat positive
164879,somewhat positive
164880,somewhat positive
164881,somewhat positive
164882,somewhat positive
164883,neuteral
164884,neuteral
164885,neuteral
164886,neuteral
164887,neuteral
164888,neuteral
164889,neuteral
164890,neuteral
164891,neuteral
164892,neuteral
164893,neuteral
164894,neuteral
164895,neuteral
164896,neuteral
164897,neuteral
164898,neuteral
164899,neuteral
164900,neuteral
164901,neuteral
164902,neuteral
164903,neuteral
164904,neuteral
164905,somewhat positive
164906,neuteral
164907,neuteral
164908,neuteral
164909,neuteral
164910,neuteral
164911,neuteral
164912,neuteral
164913,neuteral
164914,somewhat positive
164915,neuteral
164916,neuteral
164917,neuteral
164918,neuteral
164919,somewhat positive
164920,somewhat positive
164921,somewhat positive
164922,somewhat positive
164923,somewhat positive
164924,neuteral
164925,neuteral
164926,neuteral
164927,neuteral
164928,somewhat positive
164929,somewhat positive
164930,neuteral
164931,neuteral
164932,neuteral
164933,neuteral
164934,neuteral
164935,neuteral
164936,neuteral
164937,neuteral
164938,neuteral
164939,neuteral
164940,neuteral
164941,neuteral
164942,neuteral
164943,neuteral
164944,neuteral
164945,neuteral
164946,neuteral
164947,neuteral
164948,neuteral
164949,neuteral
164950,neuteral
164951,neuteral
164952,neuteral
164953,neuteral
164954,neuteral
164955,somewhat negative
164956,somewhat negative
164957,neuteral
164958,neuteral
164959,neuteral
164960,neuteral
164961,neuteral
164962,neuteral
164963,neuteral
164964,neuteral
164965,neuteral
164966,neuteral
164967,neuteral
164968,neuteral
164969,neuteral
164970,neuteral
164971,neuteral
164972,neuteral
164973,neuteral
164974,neuteral
164975,neuteral
164976,neuteral
164977,somewhat positive
164978,somewhat positive
164979,somewhat positive
164980,neuteral
164981,neuteral
164982,neuteral
164983,neuteral
164984,neuteral
164985,positive
164986,positive
164987,somewhat positive
164988,somewhat positive
164989,neuteral
164990,somewhat positive
164991,positive
164992,positive
164993,neuteral
164994,neuteral
164995,neuteral
164996,positive
164997,neuteral
164998,positive
164999,positive
165000,somewhat negative
165001,somewhat negative
165002,somewhat negative
165003,neuteral
165004,neuteral
165005,neuteral
165006,neuteral
165007,neuteral
165008,neuteral
165009,neuteral
165010,neuteral
165011,neuteral
165012,neuteral
165013,neuteral
165014,neuteral
165015,neuteral
165016,neuteral
165017,neuteral
165018,neuteral
165019,somewhat positive
165020,neuteral
165021,neuteral
165022,neuteral
165023,neuteral
165024,neuteral
165025,negative
165026,negative
165027,somewhat negative
165028,somewhat negative
165029,somewhat negative
165030,neuteral
165031,somewhat negative
165032,somewhat negative
165033,somewhat negative
165034,neuteral
165035,neuteral
165036,neuteral
165037,neuteral
165038,neuteral
165039,neuteral
165040,neuteral
165041,neuteral
165042,neuteral
165043,neuteral
165044,negative
165045,negative
165046,neuteral
165047,neuteral
165048,neuteral
165049,neuteral
165050,neuteral
165051,neuteral
165052,neuteral
165053,neuteral
165054,neuteral
165055,neuteral
165056,neuteral
165057,neuteral
165058,neuteral
165059,neuteral
165060,neuteral
165061,neuteral
165062,neuteral
165063,neuteral
165064,neuteral
165065,neuteral
165066,neuteral
165067,neuteral
165068,neuteral
165069,neuteral
165070,neuteral
165071,neuteral
165072,neuteral
165073,neuteral
165074,somewhat negative
165075,somewhat negative
165076,somewhat negative
165077,neuteral
165078,neuteral
165079,neuteral
165080,neuteral
165081,neuteral
165082,somewhat negative
165083,somewhat negative
165084,neuteral
165085,neuteral
165086,somewhat positive
165087,somewhat positive
165088,somewhat positive
165089,neuteral
165090,neuteral
165091,neuteral
165092,neuteral
165093,neuteral
165094,neuteral
165095,neuteral
165096,neuteral
165097,neuteral
165098,neuteral
165099,neuteral
165100,neuteral
165101,neuteral
165102,neuteral
165103,neuteral
165104,neuteral
165105,neuteral
165106,neuteral
165107,neuteral
165108,neuteral
165109,neuteral
165110,neuteral
165111,neuteral
165112,neuteral
165113,neuteral
165114,neuteral
165115,neuteral
165116,neuteral
165117,neuteral
165118,somewhat positive
165119,somewhat positive
165120,somewhat positive
165121,somewhat positive
165122,somewhat positive
165123,neuteral
165124,neuteral
165125,neuteral
165126,neuteral
165127,neuteral
165128,neuteral
165129,neuteral
165130,neuteral
165131,neuteral
165132,neuteral
165133,neuteral
165134,neuteral
165135,neuteral
165136,neuteral
165137,neuteral
165138,neuteral
165139,neuteral
165140,neuteral
165141,neuteral
165142,neuteral
165143,neuteral
165144,neuteral
165145,neuteral
165146,somewhat positive
165147,somewhat positive
165148,neuteral
165149,neuteral
165150,neuteral
165151,neuteral
165152,neuteral
165153,somewhat positive
165154,neuteral
165155,neuteral
165156,neuteral
165157,neuteral
165158,neuteral
165159,neuteral
165160,neuteral
165161,neuteral
165162,neuteral
165163,neuteral
165164,neuteral
165165,neuteral
165166,neuteral
165167,neuteral
165168,neuteral
165169,somewhat positive
165170,neuteral
165171,neuteral
165172,neuteral
165173,somewhat positive
165174,somewhat positive
165175,somewhat positive
165176,somewhat positive
165177,somewhat positive
165178,neuteral
165179,somewhat negative
165180,somewhat negative
165181,somewhat negative
165182,somewhat negative
165183,somewhat negative
165184,neuteral
165185,neuteral
165186,neuteral
165187,neuteral
165188,neuteral
165189,neuteral
165190,somewhat negative
165191,somewhat negative
165192,somewhat negative
165193,somewhat negative
165194,somewhat negative
165195,neuteral
165196,somewhat negative
165197,somewhat negative
165198,somewhat negative
165199,somewhat negative
165200,neuteral
165201,neuteral
165202,neuteral
165203,neuteral
165204,neuteral
165205,neuteral
165206,neuteral
165207,neuteral
165208,neuteral
165209,neuteral
165210,neuteral
165211,neuteral
165212,neuteral
165213,neuteral
165214,neuteral
165215,neuteral
165216,somewhat positive
165217,somewhat positive
165218,somewhat positive
165219,somewhat negative
165220,somewhat negative
165221,somewhat negative
165222,neuteral
165223,somewhat positive
165224,somewhat positive
165225,somewhat positive
165226,somewhat positive
165227,somewhat positive
165228,neuteral
165229,somewhat positive
165230,neuteral
165231,somewhat positive
165232,somewhat positive
165233,somewhat positive
165234,somewhat positive
165235,somewhat positive
165236,neuteral
165237,neuteral
165238,somewhat positive
165239,somewhat positive
165240,somewhat positive
165241,somewhat positive
165242,somewhat positive
165243,neuteral
165244,neuteral
165245,neuteral
165246,neuteral
165247,neuteral
165248,neuteral
165249,neuteral
165250,neuteral
165251,neuteral
165252,neuteral
165253,neuteral
165254,neuteral
165255,neuteral
165256,neuteral
165257,neuteral
165258,neuteral
165259,neuteral
165260,neuteral
165261,neuteral
165262,neuteral
165263,neuteral
165264,neuteral
165265,neuteral
165266,neuteral
165267,neuteral
165268,somewhat positive
165269,somewhat positive
165270,neuteral
165271,neuteral
165272,somewhat negative
165273,neuteral
165274,somewhat negative
165275,somewhat negative
165276,neuteral
165277,neuteral
165278,neuteral
165279,somewhat negative
165280,somewhat negative
165281,somewhat negative
165282,somewhat negative
165283,neuteral
165284,somewhat negative
165285,somewhat negative
165286,somewhat negative
165287,somewhat negative
165288,neuteral
165289,neuteral
165290,neuteral
165291,neuteral
165292,neuteral
165293,neuteral
165294,neuteral
165295,neuteral
165296,neuteral
165297,negative
165298,somewhat negative
165299,somewhat negative
165300,neuteral
165301,neuteral
165302,neuteral
165303,neuteral
165304,neuteral
165305,somewhat negative
165306,neuteral
165307,neuteral
165308,somewhat negative
165309,neuteral
165310,neuteral
165311,neuteral
165312,neuteral
165313,neuteral
165314,neuteral
165315,neuteral
165316,neuteral
165317,neuteral
165318,neuteral
165319,neuteral
165320,neuteral
165321,neuteral
165322,neuteral
165323,neuteral
165324,neuteral
165325,neuteral
165326,neuteral
165327,neuteral
165328,neuteral
165329,neuteral
165330,somewhat negative
165331,somewhat negative
165332,neuteral
165333,somewhat negative
165334,somewhat negative
165335,neuteral
165336,somewhat negative
165337,somewhat negative
165338,somewhat negative
165339,somewhat negative
165340,somewhat negative
165341,somewhat negative
165342,neuteral
165343,somewhat negative
165344,somewhat positive
165345,neuteral
165346,neuteral
165347,neuteral
165348,neuteral
165349,neuteral
165350,neuteral
165351,neuteral
165352,somewhat positive
165353,somewhat positive
165354,somewhat positive
165355,somewhat positive
165356,neuteral
165357,neuteral
165358,neuteral
165359,neuteral
165360,neuteral
165361,somewhat positive
165362,somewhat positive
165363,somewhat positive
165364,somewhat positive
165365,neuteral
165366,neuteral
165367,neuteral
165368,neuteral
165369,neuteral
165370,neuteral
165371,neuteral
165372,neuteral
165373,neuteral
165374,neuteral
165375,somewhat positive
165376,somewhat positive
165377,somewhat positive
165378,somewhat positive
165379,somewhat negative
165380,neuteral
165381,neuteral
165382,neuteral
165383,neuteral
165384,neuteral
165385,somewhat negative
165386,somewhat negative
165387,somewhat negative
165388,somewhat negative
165389,somewhat negative
165390,somewhat negative
165391,somewhat negative
165392,neuteral
165393,neuteral
165394,neuteral
165395,neuteral
165396,somewhat negative
165397,somewhat negative
165398,neuteral
165399,neuteral
165400,neuteral
165401,neuteral
165402,neuteral
165403,neuteral
165404,neuteral
165405,somewhat positive
165406,neuteral
165407,neuteral
165408,neuteral
165409,neuteral
165410,neuteral
165411,neuteral
165412,neuteral
165413,neuteral
165414,neuteral
165415,neuteral
165416,neuteral
165417,neuteral
165418,neuteral
165419,neuteral
165420,neuteral
165421,neuteral
165422,negative
165423,negative
165424,negative
165425,negative
165426,neuteral
165427,neuteral
165428,neuteral
165429,neuteral
165430,neuteral
165431,neuteral
165432,neuteral
165433,neuteral
165434,neuteral
165435,neuteral
165436,neuteral
165437,neuteral
165438,neuteral
165439,neuteral
165440,neuteral
165441,neuteral
165442,negative
165443,negative
165444,neuteral
165445,neuteral
165446,neuteral
165447,neuteral
165448,neuteral
165449,neuteral
165450,neuteral
165451,neuteral
165452,neuteral
165453,neuteral
165454,neuteral
165455,neuteral
165456,neuteral
165457,negative
165458,neuteral
165459,neuteral
165460,neuteral
165461,neuteral
165462,neuteral
165463,neuteral
165464,neuteral
165465,neuteral
165466,neuteral
165467,neuteral
165468,negative
165469,neuteral
165470,somewhat positive
165471,neuteral
165472,somewhat positive
165473,somewhat positive
165474,somewhat positive
165475,negative
165476,negative
165477,negative
165478,negative
165479,neuteral
165480,positive
165481,positive
165482,somewhat positive
165483,somewhat positive
165484,neuteral
165485,neuteral
165486,neuteral
165487,neuteral
165488,neuteral
165489,neuteral
165490,somewhat positive
165491,neuteral
165492,neuteral
165493,somewhat positive
165494,neuteral
165495,neuteral
165496,neuteral
165497,neuteral
165498,neuteral
165499,neuteral
165500,neuteral
165501,neuteral
165502,somewhat negative
165503,neuteral
165504,neuteral
165505,neuteral
165506,neuteral
165507,neuteral
165508,neuteral
165509,neuteral
165510,neuteral
165511,neuteral
165512,neuteral
165513,neuteral
165514,neuteral
165515,neuteral
165516,neuteral
165517,neuteral
165518,neuteral
165519,somewhat positive
165520,neuteral
165521,somewhat positive
165522,neuteral
165523,somewhat positive
165524,somewhat positive
165525,somewhat positive
165526,somewhat positive
165527,neuteral
165528,neuteral
165529,neuteral
165530,neuteral
165531,neuteral
165532,neuteral
165533,neuteral
165534,neuteral
165535,neuteral
165536,neuteral
165537,somewhat negative
165538,somewhat negative
165539,somewhat negative
165540,neuteral
165541,somewhat negative
165542,somewhat negative
165543,somewhat negative
165544,somewhat positive
165545,somewhat positive
165546,neuteral
165547,neuteral
165548,neuteral
165549,neuteral
165550,neuteral
165551,neuteral
165552,neuteral
165553,neuteral
165554,neuteral
165555,somewhat negative
165556,somewhat negative
165557,somewhat negative
165558,somewhat negative
165559,neuteral
165560,neuteral
165561,somewhat negative
165562,somewhat negative
165563,somewhat negative
165564,somewhat negative
165565,somewhat negative
165566,neuteral
165567,somewhat negative
165568,somewhat negative
165569,neuteral
165570,neuteral
165571,neuteral
165572,somewhat negative
165573,somewhat negative
165574,somewhat negative
165575,somewhat negative
165576,somewhat negative
165577,somewhat negative
165578,neuteral
165579,neuteral
165580,neuteral
165581,neuteral
165582,neuteral
165583,somewhat negative
165584,neuteral
165585,somewhat negative
165586,neuteral
165587,neuteral
165588,neuteral
165589,neuteral
165590,neuteral
165591,neuteral
165592,neuteral
165593,neuteral
165594,neuteral
165595,neuteral
165596,neuteral
165597,neuteral
165598,neuteral
165599,neuteral
165600,neuteral
165601,neuteral
165602,neuteral
165603,neuteral
165604,neuteral
165605,neuteral
165606,neuteral
165607,neuteral
165608,neuteral
165609,positive
165610,positive
165611,positive
165612,positive
165613,neuteral
165614,neuteral
165615,neuteral
165616,neuteral
165617,neuteral
165618,neuteral
165619,neuteral
165620,somewhat positive
165621,somewhat positive
165622,somewhat positive
165623,somewhat positive
165624,somewhat negative
165625,somewhat negative
165626,somewhat negative
165627,somewhat negative
165628,somewhat negative
165629,somewhat negative
165630,neuteral
165631,neuteral
165632,somewhat negative
165633,neuteral
165634,neuteral
165635,neuteral
165636,somewhat negative
165637,positive
165638,somewhat positive
165639,neuteral
165640,neuteral
165641,neuteral
165642,neuteral
165643,neuteral
165644,neuteral
165645,neuteral
165646,neuteral
165647,neuteral
165648,neuteral
165649,neuteral
165650,neuteral
165651,somewhat negative
165652,somewhat negative
165653,somewhat negative
165654,somewhat negative
165655,neuteral
165656,somewhat negative
165657,somewhat negative
165658,neuteral
165659,somewhat negative
165660,somewhat negative
165661,neuteral
165662,somewhat negative
165663,neuteral
165664,neuteral
165665,neuteral
165666,somewhat positive
165667,somewhat positive
165668,somewhat positive
165669,somewhat positive
165670,somewhat positive
165671,somewhat positive
165672,neuteral
165673,neuteral
165674,neuteral
165675,somewhat positive
165676,somewhat positive
165677,somewhat positive
165678,somewhat positive
165679,somewhat positive
165680,somewhat positive
165681,neuteral
165682,neuteral
165683,neuteral
165684,neuteral
165685,somewhat positive
165686,somewhat positive
165687,somewhat positive
165688,somewhat negative
165689,somewhat negative
165690,somewhat negative
165691,somewhat negative
165692,somewhat negative
165693,somewhat negative
165694,neuteral
165695,neuteral
165696,neuteral
165697,neuteral
165698,neuteral
165699,neuteral
165700,neuteral
165701,neuteral
165702,neuteral
165703,neuteral
165704,neuteral
165705,neuteral
165706,neuteral
165707,neuteral
165708,negative
165709,negative
165710,neuteral
165711,neuteral
165712,neuteral
165713,neuteral
165714,neuteral
165715,neuteral
165716,neuteral
165717,neuteral
165718,neuteral
165719,neuteral
165720,neuteral
165721,neuteral
165722,neuteral
165723,neuteral
165724,neuteral
165725,neuteral
165726,neuteral
165727,neuteral
165728,neuteral
165729,neuteral
165730,neuteral
165731,neuteral
165732,neuteral
165733,neuteral
165734,neuteral
165735,somewhat negative
165736,neuteral
165737,somewhat negative
165738,somewhat negative
165739,neuteral
165740,neuteral
165741,neuteral
165742,neuteral
165743,neuteral
165744,neuteral
